adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,543704,,en,La Fanciulla del West,"Soprano Eva-Maria Westbroek sings Puccini’s gun-slinging heroine in this romantic epic of the Wild West, with the heralded return of tenor Jonas Kaufmann in the role of the outlaw she loves. Tenor Yusif Eyvazov also sings some performances. Baritone Željko Lučić is the vigilante sheriff Jack Rance, and Marco Armiliato conducts.",13.168,/p96jkLC4bHxMc6QjKCaGbK3p1wg.jpg,[],[],2018-10-27,0,143,[],Released,,La Fanciulla del West,False,0.0,0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",https://www.viperclubmovie.com/,500869,tt6388074,en,Viper Club,"ER nurse Helen Sterling struggles to free her grown son, a journalist captured by terrorists in the Middle East. After hitting walls with the FBI and State agencies, she discovers a clandestine community of journalists, advocates, and philanthropists who might be able to help.",13.073,/fF7qS1xX2TpaJ84FeXtEntm2TZb.jpg,"[{'id': 33553, 'logo_path': '/npwuI3YNPO1ot74MkRyo0AvSFuo.png', 'name': 'Marakesh Films', 'origin_country': ''}, {'id': 109057, 'logo_path': '/tgKgEPgNaYqxbZ8oL7gyGaqXC2t.png', 'name': 'CounterNarrative Films', 'origin_country': 'US'}]",[],2018-10-26,0,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When the government wouldn't help her son, she turned to those who could.",Viper Club,False,0.0,1
False,,0,[],,514407,tt6512428,en,Indivisible,"Upon returning from serving in the U.S. Army, Chaplain Darren Turner faces a crisis that shatters his Family and Faith in God but through the help of his fellow soldiers, he returns to his faith and family",12.822,/nHoV8LbrDPGBZp0QSl9S0Jiw4tg.jpg,[],[],2018-10-26,0,,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Indivisible,False,8.0,1
False,,0,"[{'id': 18, 'name': 'Drama'}]",,458342,tt5536610,en,Private Life,"Richard and Rachel, a couple in the throes of infertility, try to maintain their marriage as they descend deeper and deeper into the insular world of assisted reproduction and domestic adoption.",12.658,/c0LxunoOD30s1d9fgwFQ0JTUCva.jpg,"[{'id': 1785, 'logo_path': '/wT6aIkuQTNuq8XFoDGACK8EyR6w.png', 'name': 'Likely Story', 'origin_country': 'US'}, {'id': 59811, 'logo_path': '/wwemzKWzjKYJFfCeiB57q3r4Bcm.png', 'name': 'Netflix', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-05,0,123,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Private Life,False,6.7,26
False,,0,"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",http://www.thesistersbrothers.movie,440161,tt4971344,en,The Sisters Brothers,"The colourfully named gold prospector Hermann Kermit Warm is being pursued across 1,000 miles of 1850s Oregon desert to San Francisco by the notorious assassins Eli and Charlie Sisters. Except Eli is having a personal crisis and beginning to doubt the longevity of his chosen career. And Hermann might have a better offer.",12.376,/7Tl2nZ6uvmxwK14Skbf9VFHEHpX.jpg,"[{'id': 729, 'logo_path': '/hNxGdbddbsDDnEWJ7RNLcGCRSLQ.png', 'name': 'Why Not Productions', 'origin_country': 'FR'}, {'id': 5545, 'logo_path': '/A9JHyYxaCXaxqsVQCw9kRsrwqNm.png', 'name': 'Mobra Films', 'origin_country': 'RO'}, {'id': 13184, 'logo_path': '/pfUB1a62jSMIqp4Xmaq6z2cgW0B.png', 'name': 'Annapurna Pictures', 'origin_country': 'US'}, {'id': 11370, 'logo_path': None, 'name': 'Michael De Luca Productions', 'origin_country': 'US'}, {'id': 110647, 'logo_path': None, 'name': 'Top Drawer Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-19,0,121,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Make a killing. Make a living.,The Sisters Brothers,False,7.5,141
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",http://www.silencio2018.com,543749,tt7471884,en,Silencio,"In order to save her son's life, Ana embarks on a quest to find a powerful stone from the Zone of Silence, located in Mexico. Someone finds out the power the stone possesses and believes it is a power worth killing for.",11.174,/tzd2518DnhMNYt2QR0qj0vJXJ5n.jpg,[],[],2018-10-26,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The power to turn back time... is a power worth killing for.,Silencio,False,0.0,0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,553045,tt6884380,en,A Bread Factory Part One: For the Sake of Gold,"After 40 years of running their community arts space The Bread Factory, Dorothea and Greta are suddenly fighting for survival when a pair of celebrity performance artists from China come to Checkford and build an enormous complex down the street, catapulting big changes in their small town.",10.004,/rQCqjDzZWDfzyf9RKJiKOl8tYVB.jpg,[],[],2018-10-26,0,122,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Bread Factory Part One: For the Sake of Gold,False,0.0,0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",,361292,tt1034415,en,Suspiria,"A young ballet dancer travels to a prestigious dance academy in Europe, only to discover it is a front for something far more sinister and supernatural amidst a series of increasingly grisly murders.",9.667,/3Nu6qk2UwM4aGvd5BvIMtvt3zoi.jpg,"[{'id': 10989, 'logo_path': None, 'name': 'Muskat Filmed Properties', 'origin_country': 'US'}, {'id': 20580, 'logo_path': '/tkFE81jJIqiFYPP8Tho57MXRQEx.png', 'name': 'Amazon Studios', 'origin_country': 'US'}, {'id': 46344, 'logo_path': '/uWNb5rg5RuZwcjJ7XTItXj44Gzm.png', 'name': 'Frenesy Film Company', 'origin_country': 'IT'}, {'id': 53085, 'logo_path': None, 'name': 'First Sun', 'origin_country': 'IT'}, {'id': 64061, 'logo_path': None, 'name': 'MeMo Films', 'origin_country': 'IT'}, {'id': 50498, 'logo_path': '/zTSRlzyDZX287q289qb4pghILyI.png', 'name': 'K Period Media', 'origin_country': 'US'}, {'id': 34982, 'logo_path': '/uvTmiRZzNfG88dVXi9hQ7eFNirq.png', 'name': 'Mythology Entertainment', 'origin_country': 'US'}, {'id': 43906, 'logo_path': '/cYorIuEuy9TOulJR0QHWuiFIQ3e.png', 'name': 'Vega Baby', 'origin_country': 'US'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-02,0,152,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Give your soul to the dance.,Suspiria,False,7.0,7
False,,0,"[{'id': 18, 'name': 'Drama'}]",,467936,tt6040662,en,The Children Act,"In the midst of a marital crisis, a High Court judge must decide if she should order a life-saving blood transfusion for a teen with cancer despite his family's refusal to accept medical treatment for religious reasons.",9.482,/sUZA9uLAhEOmO7WemICodTxXokS.jpg,"[{'id': 7493, 'logo_path': '/452FO4LcI6lA6bfgl6w1kQYRBlr.png', 'name': 'FilmNation Entertainment', 'origin_country': 'US'}, {'id': 288, 'logo_path': '/wdmwQuV4R1MIr8A78izZkC184uC.png', 'name': 'BBC Films', 'origin_country': 'GB'}, {'id': 6326, 'logo_path': None, 'name': 'Toledo Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-03-29,0,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,We all make choices. Hers make history.,The Children Act,False,7.0,91
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",https://sonyclassics.com/thehappyprince/,427214,tt2404639,en,The Happy Prince,"The story of the last days of Oscar Wilde. This great man of letters, once one of the most famous authors in England, is now a superstar on the skids. As Oscar lies on his death bed, the past comes flooding back to him, transporting him to other times and places.",8.58,/6jLkkZO4zryBTcCwkVGliQ3h5TU.jpg,"[{'id': 288, 'logo_path': '/wdmwQuV4R1MIr8A78izZkC184uC.png', 'name': 'BBC Films', 'origin_country': 'GB'}, {'id': 14821, 'logo_path': '/dNhatXumflUl23Gef6RtsZ1z4qz.png', 'name': 'Entre Chien et Loup', 'origin_country': 'BE'}, {'id': 7699, 'logo_path': None, 'name': 'Palomar', 'origin_country': 'IT'}, {'id': 1469, 'logo_path': None, 'name': 'Tele-München', 'origin_country': ''}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}]",2018-04-12,0,105,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Happy Prince,False,6.9,40
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,401847,tt4595882,en,Can You Ever Forgive Me?,"When bestselling celebrity biographer Lee Israel is no longer able to get published because she has fallen out of step with current tastes, she turns her art form to deception, abetted by her loyal friend Jack.",7.878,/mkeqPxKhpzp8pxGJvCk2jz7nJ9W.jpg,"[{'id': 41640, 'logo_path': '/e1naE79Djln19oDgMsP3uuvLbTq.png', 'name': 'Archer Gray', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-19,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Can You Ever Forgive Me?,False,7.0,3
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",https://www.hideinthelight.com/,549671,tt4369136,en,Hide in the Light,An adventurous group of friends dare to break into the abandoned orphanage and quickly find themselves trapped and fighting against unnatural forces.,7.414,/oGdm3CwW0KUoBrtpz5vdN3oA9hH.jpg,"[{'id': 102015, 'logo_path': None, 'name': 'Glix Entertainment', 'origin_country': 'US'}, {'id': 97473, 'logo_path': '/wUdvGcrOBNhYNWqPCYSyXbP5hpS.png', 'name': 'High Octane Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-23,0,78,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some places are meant to be left alone,Hide in the Light,False,0.0,0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",https://www.bullittcountyfilm.com,502791,tt6140148,en,Bullitt County,"An action/thriller set in 1977 about four friends who reunite for a bachelor party to hunt for buried Prohibition money on Kentucky's Bluegrass Bourbon Trail, only to become ripped apart by greed, corruption, and murder.",7.197,/sm6vrL4qQtbiJ23tpumsuDzio0U.jpg,"[{'id': 100538, 'logo_path': '/t52k6sfQn7oM3lmMSdSRwhiNHHh.png', 'name': 'Mr. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-26,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some things are meant to stay buried,Bullitt County,False,0.0,0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",http://www.foxsearchlight.com/theoldmanandthegun,429203,tt2837574,en,The Old Man & the Gun,"The true story of Forrest Tucker, from his audacious escape from San Quentin at the age of 70 to an unprecedented string of heists that confounded authorities and enchanted the public.  Wrapped up in the pursuit are a detective, who becomes captivated with Forrest’s commitment to his craft, and a woman, who loves him in spite of his chosen profession.",7.188,/sB2KI3MgOk7PzwaCR5bBWL1Tm8H.jpg,"[{'id': 51513, 'logo_path': '/eWhUrhDH1DapiMCnK7I9f5HPDjd.png', 'name': 'Condé Nast Entertainment', 'origin_country': 'US'}, {'id': 1205, 'logo_path': None, 'name': 'Endgame Entertainment', 'origin_country': 'US'}, {'id': 2870, 'logo_path': None, 'name': 'Identity Films', 'origin_country': 'US'}, {'id': 14634, 'logo_path': None, 'name': 'Sailor Bear', 'origin_country': 'US'}, {'id': 316, 'logo_path': None, 'name': 'Wildwood Enterprises', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-27,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This story is mostly true.,The Old Man & the Gun,False,6.3,6
False,,0,"[{'id': 35, 'name': 'Comedy'}]",https://www.beverlylufflinnmovie.com,446695,tt6518270,en,An Evening with Beverly Luff Linn,"Lulu Danger's unsatisfying marriage takes a turn for the worse when a mysterious man from her past comes to town to perform an event called ""An Evening with Beverly Luff Linn: For One Magical Night Only.""",7.038,/m3IdKhGBBSwq8aAPPhKee4NDNWi.jpg,"[{'id': 13466, 'logo_path': '/d2ewBAUkCGeYMj6bv2Z9PkzL5OA.png', 'name': 'Park Pictures Features', 'origin_country': 'US'}, {'id': 16853, 'logo_path': '/ihiEwwDAc8ghtdNxpMp0T34OhIi.png', 'name': 'Rook Films', 'origin_country': 'GB'}, {'id': 55142, 'logo_path': '/3C349xMrljgO8hK4bSYKKsL5OoX.png', 'name': 'Wigwam Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-25,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A love triangle with too many sides.,An Evening with Beverly Luff Linn,False,6.2,6
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",https://bleeckerstreetmedia.com/colette,454652,tt5437928,en,Colette,"French novelist, Colette, overcomes an abusive marriage to emerge as a leading writer in her country and a candidate for the Nobel Prize in Literature.",6.389,/pGiUIkcTOEn2CwE5CUBFxWkcyxO.jpg,"[{'id': 11752, 'logo_path': None, 'name': 'Number 9 Films', 'origin_country': 'GB'}, {'id': 2266, 'logo_path': '/owzVs2mguyyJ3vIn7EbgowpUPnk.png', 'name': 'Bold Films', 'origin_country': 'US'}, {'id': 1422, 'logo_path': '/aG7LGucYWmsrsEwnDN1HnUGfVmK.png', 'name': 'Killer Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-21,0,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,History is about to change,Colette,False,6.5,12
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,523773,tt6957966,en,Little Italy,Former childhood pals Leo and Nikki are attracted to each other as adults—but will their feuding parents' rival pizzerias put a chill on their sizzling romance?,6.277,/vdSSmzYKqViKH7mkQwgOVSALrOO.jpg,"[{'id': 806, 'logo_path': '/kcNh09qqR2Pkw1JAzRW4CommrW4.png', 'name': 'Téléfilm Canada', 'origin_country': 'CA'}, {'id': 42591, 'logo_path': None, 'name': 'First Take Entertainment', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-24,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love is an acquired taste.,Little Italy,False,7.0,21
False,,0,"[{'id': 27, 'name': 'Horror'}]",https://www.hellfestmovie.com,429476,tt1999890,en,Hell Fest,"On Halloween night at a horror theme park, a costumed killer begins slaying innocent patrons who believe that it's all part of the festivities.",6.241,/4tjyPwIqeYzho7fHWqBKIn2gyWg.jpg,"[{'id': 11533, 'logo_path': '/tWM9pmzVYxok4GbQIttxdcml1yT.png', 'name': 'Valhalla Motion Pictures', 'origin_country': 'US'}, {'id': 100033, 'logo_path': '/74LDJbOFdya1ijNT11uh0mM5eg0.png', 'name': 'Tucker Tooley Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-27,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fun going in. Hell getting out.,Hell Fest,False,6.0,13
False,,0,"[{'id': 18, 'name': 'Drama'}]",,451919,tt6662736,en,What They Had,"A woman must fly back to her hometown when her Alzheimer's-stricken mother, wanders into a blizzard. The return home forces her to confront her past.",6.24,/60aPLuGddsdmSq7fONzvUP1idTH.jpg,[],[],2018-10-19,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A family united by the past. Divided by the present.,What They Had,False,0.0,2
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,489327,tt6923740,en,Stella's Last Weekend,"Brothers Jack and Oliver reunite to put their beloved dog to sleep. While their zany mother plans a party to celebrate Stella's life, things go awry when the brothers discover they love the same girl.",6.1,/jmEVP7DyCymG6VDEgKfz0vRIij9.jpg,"[{'id': 88926, 'logo_path': '/25xVamxaglo1Aie5MnYndlmHB9H.png', 'name': 'Related Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-12,0,,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Two brothers. One girl. Do the math.,Stella's Last Weekend,False,10.0,1
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",http://anationmovie.com,446101,tt6205872,en,Assassination Nation,"High school senior Lily and her group of friends live in a haze of texts, posts, selfies and chats just like the rest of the world. So, when an anonymous hacker starts posting details from the private lives of everyone in their small town, the result is absolute madness leaving Lily and her friends questioning whether they'll live through the night.",6.017,/q2Nmyqh84rMiBwNfC2jMjuQluW4.jpg,"[{'id': 13240, 'logo_path': '/aTc07YaNHo8WNgkQSnvLmG6w4nW.png', 'name': 'Bron Studios', 'origin_country': 'CA'}, {'id': 423, 'logo_path': '/uvA6e2O31qaonsbYd8tjvgqmNXh.png', 'name': 'Phantom Four', 'origin_country': 'US'}, {'id': 53152, 'logo_path': None, 'name': 'Creative Wealth Media Finance', 'origin_country': 'CA'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-21,0,110,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,We live in a society.,Assassination Nation,False,6.3,22
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,534530,tt7765910,te,Aravindha Sametha Veera Raghava,"Aravinda Sametha is a 2018 Telugu action drama, which has been written & directed by Trivikram Srinivas. The movie stars Jr. Ntr and Pooja Hedge in the lead roles.",5.443,/i1BWSbTsHhhFyguWXiZqRP25aEs.jpg,"[{'id': 69898, 'logo_path': '/bvPo07eG1gz3r6OCuscRvDmTi20.png', 'name': 'Haarika & Hassine Creations', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2018-10-11,0,167,"[{'iso_639_1': 'te', 'name': 'తెలుగు'}]",Released,Veera Raghava,Aravindha Sametha,False,8.0,3
False,,0,"[{'id': 27, 'name': 'Horror'}]",,473902,tt6984258,en,The Amityville Murders,"On the night of November 13th, 1974, Ronald DeFeo Jr. took a high powered rifle and murdered his entire family as they slept. At his trial, DeFeo claimed that 'voices' in the house commanded him to kill. This is their story.",5.287,/6cDTlq5rij1gkf556WttjPdyzTu.jpg,"[{'id': 10399, 'logo_path': None, 'name': 'CineTel Films', 'origin_country': 'US'}]",[],2018-10-15,0,,[],Released,,The Amityville Murders,False,7.5,5
False,,0,[],,551161,tt8322158,en,Day One,"DAY ONE follows a group of teens from war zones in the Middle East and Africa, as they are resettled in St. Louis, MO and enrolled at a unique public school for refugees-only. Traumatized upon their arrival -- having survived war and years in refugee camps -- the kids are guided through an incredible program of healing, PTSD intervention, education and adjustment by the school's passionate and talented educators, some of whom have chosen to live with their families in the inner-city in order to be closer to their students.",5.027,,[],[],2018-10-23,0,81,[],Released,,Day One,False,0.0,0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",https://www.warningshotthemovie.com/,456178,tt5113250,en,Warning Shot,"A single mother and her young daughter struggle to make ends meet until they inherit their family's farmhouse. When a business rival covets their water rights, the situation spirals out of control.",5.013,/eyuwlk2Exa3WfcvxUAghJau4luW.jpg,"[{'id': 108892, 'logo_path': None, 'name': 'Seafoam Pictures', 'origin_country': ''}, {'id': 108893, 'logo_path': None, 'name': 'SDS Pictures', 'origin_country': ''}, {'id': 108894, 'logo_path': None, 'name': 'L7 Pictures', 'origin_country': ''}]",[],2018-09-14,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Warning Shot,False,6.0,2
False,,0,"[{'id': 10749, 'name': 'Romance'}]",,365240,tt5034122,en,Cruise,"Set in the 1980s, a young Italian-American from the wrong side of the tracks falls for a Jewish girl from Long Island.",4.96,/eNgNekD161lu0RZBVo3oh8cJ752.jpg,"[{'id': 66534, 'logo_path': None, 'name': 'AG Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-28,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,’87 was heaven…,Cruise,False,7.0,4
False,,0,[],,551763,tt7355678,en,The Happiness Machine,An inventor from rural Iowa explores what it means to pass on the gift of place.,4.698,/25teZ2y3Riokk9fqceErAYwd1sx.jpg,[],[],2018-10-22,0,20,[],Released,,The Happiness Machine,False,0.0,0
False,,1500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,478528,tt3665498,en,Beyond The Sky,A documentary filmmaker travels to a UFO convention in New Mexico where he meets a local artist with a dark secret. As they follow a trail of clues they discover disturbing sightings and question all they believe when they become immersed in the enigmatic culture of the Pueblo Indians.,4.601,/5MSEsfiJ7Bh2BXahF0rpXbOryzp.jpg,"[{'id': 105536, 'logo_path': '/ynlRp9y7Vv63sibeN2U4PEFc7kz.png', 'name': 'Elysian Fields Entertainment', 'origin_country': 'US'}]",[],2018-09-21,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Are they real?,Beyond The Sky,False,6.8,16
False,,0,"[{'id': 27, 'name': 'Horror'}]",http://z13awakening.com,516082,tt5431946,en,Dead Squad: Temple of the Undead,A group of young people become lost in the jungle during a river rafting trip and stumble upon a long lost ruin that is home to a host of mysterious monsters.,4.587,/t9yQUutIUcKtsVbFnbmtex7rV62.jpg,"[{'id': 102971, 'logo_path': None, 'name': 'Black Rice Production', 'origin_country': ''}, {'id': 102972, 'logo_path': '/7ASWYyZB8yrD9056qk4dz2UliNj.png', 'name': 'Movie Studio Bali', 'origin_country': 'ID'}, {'id': 102974, 'logo_path': None, 'name': 'Six17 Films', 'origin_country': 'US'}]",[],2018-10-21,0,1,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,ALL YOU NEED IS DEAD.,Dead Squad: Temple of the Undead,False,5.3,3
False,"{'id': 538387, 'name': 'Malevolence Collection', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 27, 'name': 'Horror'}]",,537943,tt3487610,en,Malevolence 3: Killer,"Martin Bristol returns to where it all began: the home where he was kidnapped from. But he is not the boy who disappeared over 10 years ago. Tortured and abused at the hands of his psychotic captor, Graham Sutter, Martin is damaged beyond repair. Lurking in the shadows of suburbia, he stalks and kills without remorse. Special Agent William Perkins follows Martin's trail of terror, desperate to capture him before he kills again. Martin's family, mourning his disappearance for over 10 years, is informed not only that he is alive, but that he is responsible for the wave of murder sweeping through their town. Will they be able to reunite with their long lost son before it's too late, or will Perkins have to use excessive force to bring him down?",4.467,/gJlsbI4OvBoMpKMU0VAg2RDbK8U.jpg,"[{'id': 109346, 'logo_path': None, 'name': 'Mena Films', 'origin_country': 'US'}, {'id': 110198, 'logo_path': None, 'name': 'Magnetic Media Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-12,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Malevolence 3: Killer,False,8.5,2
False,,0,"[{'id': 18, 'name': 'Drama'}]",,533818,tt8273578,en,Burnt Year,"After Catherine Mure graduates from college, she begins to learn that life doesn't always turn out the way she had planned. Over the course of a year, she goes through multiple events which cause her to have a change in heart and alter her view of how she's lived life up to this point.",4.31,/ej3NTf2aMEESbH1j3ycLdTnc72r.jpg,"[{'id': 106316, 'logo_path': None, 'name': 'FF Film Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-18,0,175,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Burnt Year,False,0.0,0
False,,0,[],,522772,tt2705972,en,Sk8r Grrl,A gang of skater girls use newfound magic to save New York City from a coven of reptilian witches.,4.161,,[],[],2018-10-22,0,90,[],Released,,Sk8r Grrl,False,0.0,0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",https://www.lifeitself.movie/,446696,tt5989218,en,Life Itself,"As a young New York couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.",4.096,/pE2hxC8bPbIi9tGyhFg5xiFW6dA.jpg,"[{'id': 7493, 'logo_path': '/452FO4LcI6lA6bfgl6w1kQYRBlr.png', 'name': 'FilmNation Entertainment', 'origin_country': 'US'}, {'id': 11068, 'logo_path': '/jOdUllzDZRFy0tPIFDEwpP4Mpv4.png', 'name': 'Nostromo Pictures', 'origin_country': ''}, {'id': 12292, 'logo_path': '/llGRXF5WYUW2fzXg0ebCoKMXjmT.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}, {'id': 20580, 'logo_path': '/tkFE81jJIqiFYPP8Tho57MXRQEx.png', 'name': 'Amazon Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-21,0,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Oscar Isaac is very handsome.,Life Itself,False,8.2,7
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,502141,tt6927880,en,All Square,A down-on-his-luck bookie befriends an ex-girlfriend’s son and gets the bright idea to take bets on his youth league baseball games; only to realize he’s killed what’s pure about the sport as the games turn ugly when money is on the line.,4.066,/od3GUgoaM2QIWVlRIhYHCdjAimC.jpg,[],[],2018-10-12,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,All Square,False,0.0,0
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,354083,tt3127016,en,Sharon 1.2.3.,Jonah is a true nerd turned successful businessman who is living the dream with two gorgeous women named Sharon. But the dream gets too real when he meets the third Sharon and falls in love.,4.009,/n1eiLH7Y4WmWkzxt7hoooO8Wx0y.jpg,"[{'id': 60661, 'logo_path': None, 'name': 'S3 Productions', 'origin_country': 'US'}, {'id': 60660, 'logo_path': '/w4y3W5Lqa1JiF5HmZOisq0FS2fj.png', 'name': 'JuntoBox Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-21,0,80,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Sharon 1.2.3.,False,4.0,1
